price,crime_rate,air_qual,room_num,dist1,teachers,poor_prop,airport,n_hos_beds
15.0,19.6091,0.671,7.313,1.62,19.8,13.44,0.0,8.9
13.9,15.288,0.671,6.649,1.65,19.8,23.24,1.0,9.478
13.3,9.82349,0.671,6.794,1.57,19.8,21.24,1.0,6.066
13.1,23.6482,0.671,6.38,1.52,19.8,23.69,1.0,9.262
10.2,17.8667,0.671,6.223,1.48,19.8,21.78,0.0,7.904
10.4,88.9762,0.671,6.968,1.66,19.8,17.21,1.0,9.408
10.9,15.8744,0.671,6.545,1.78,19.8,21.08,0.0,8.618
11.3,9.18702,0.7,5.536,1.9,19.8,23.6,1.0,8.226
12.3,7.99248,0.7,5.52,1.71,19.8,24.56,0.0,6.746
8.8,20.0849,0.7,4.368,1.5,19.8,30.63,0.0,5.676
7.2,16.8118,0.7,5.277,1.46,19.8,30.81,0.0,10.144
10.5,24.3938,0.7,4.652,1.71,19.8,28.28,1.0,7.71
7.4,22.5971,0.7,5.0,1.79,19.8,31.99,0.0,8.348
10.2,14.3337,0.7,4.88,1.77,19.8,30.62,0.0,6.104
11.5,8.15174,0.7,5.39,2.0,19.8,20.85,0.0,6.03
15.1,6.96215,0.7,5.713,2.2,19.8,17.11,1.0,9.702
23.2,5.29305,0.7,6.051,2.17,19.8,18.76,1.0,9.664
9.7,11.5779,0.7,5.036,1.98,19.8,25.68,0.0,5.494
13.8,8.64476,0.693,6.193,1.89,19.8,15.17,0.0,9.076
12.7,13.3598,0.693,5.887,1.99,19.8,16.35,0.0,6.754
13.1,8.71675,0.693,6.471,2.04,19.8,17.12,0.0,5.762
12.5,5.87205,0.693,6.405,1.77,19.8,19.37,1.0,5.45
8.5,7.67202,0.693,5.747,1.73,19.8,19.92,0.0,9.27
5.0,38.3518,0.693,5.453,1.57,19.8,30.59,0.0,9.3
6.3,9.91655,0.693,5.852,1.7,19.8,29.97,0.0,6.726
5.6,25.0461,0.693,5.987,1.73,19.8,26.77,1.0,9.212
7.2,14.2362,0.693,6.343,1.76,19.8,20.32,1.0,7.344
12.1,9.59571,0.693,6.404,1.66,19.8,20.31,0.0,5.442
8.3,24.8017,0.693,5.349,1.75,19.8,19.77,1.0,7.899767068273092
8.5,41.5292,0.693,5.531,1.9,19.8,27.38,0.0,8.47
5.0,67.9208,0.693,5.683,1.53,19.8,22.98,1.0,7.3
11.9,20.7162,0.659,4.138,1.46,19.8,23.34,1.0,8.538
27.9,11.9511,0.659,5.608,1.46,19.8,12.13,1.0,6.658
17.2,7.40389,0.597,5.617,1.53,19.8,26.4,0.0,6.444
27.5,14.4383,0.597,6.852,1.52,19.8,19.78,1.0,7.65
15.0,51.1358,0.597,5.757,1.69,19.8,10.11,0.0,9.6
17.2,14.0507,0.597,6.657,1.56,19.8,21.22,0.0,9.644
17.9,18.811,0.597,4.628,1.77,19.8,34.37,0.0,8.358
16.3,28.6558,0.597,5.155,1.84,19.8,20.08,0.0,6.626
7.0,45.7461,0.693,4.519,1.74,19.8,36.98,1.0,6.04
7.2,18.0846,0.679,6.434,1.88,19.8,29.05,0.0,8.644
7.5,10.8342,0.679,6.782,1.9,19.8,25.79,1.0,7.899767068273092
10.4,25.9406,0.679,5.304,1.73,19.8,26.64,1.0,8.608
8.8,73.5341,0.679,5.957,1.96,19.8,20.62,0.0,8.476
8.4,11.8123,0.718,6.824,2.05,19.8,22.74,0.0,5.968
16.7,11.0874,0.718,6.411,1.93,19.8,15.02,1.0,6.034
14.2,7.02259,0.718,6.006,1.98,19.8,15.7,0.0,8.284
20.8,12.0482,0.614,5.648,2.13,19.8,14.1,0.0,8.916
13.4,7.05042,0.614,6.103,2.08,19.8,23.29,0.0,8.268
11.7,8.79212,0.584,5.565,2.26,19.8,17.16,0.0,7.834
8.3,15.8603,0.679,5.896,2.15,19.8,24.39,1.0,5.566
10.2,12.2472,0.584,5.837,2.27,19.8,15.69,0.0,9.104
10.9,37.6619,0.679,6.202,2.07,19.8,14.52,0.0,7.518
11.0,7.36711,0.679,6.193,2.12,19.8,21.52,1.0,8.52
9.5,9.33889,0.679,6.38,1.98,19.8,24.08,1.0,8.79
14.5,8.49213,0.584,6.348,2.28,19.8,17.64,0.0,9.09
14.1,10.0623,0.584,6.833,2.1,19.8,19.69,1.0,6.682
16.1,6.44405,0.584,6.425,2.4,19.8,12.03,1.0,8.722
14.3,5.58107,0.713,6.436,2.34,19.8,16.22,0.0,6.186
11.7,13.9134,0.713,6.208,2.44,19.8,15.17,0.0,7.834
13.4,11.1604,0.74,6.629,2.15,19.8,23.27,0.0,10.168
9.6,14.4208,0.74,6.461,2.32,19.8,18.05,1.0,6.092
8.2,15.1772,0.74,6.152,2.01,19.8,26.45,0.0,9.864
8.4,13.6781,0.74,5.935,1.85,19.8,34.02,1.0,9.568
12.8,9.39063,0.74,5.627,1.87,19.8,22.88,1.0,8.456
10.5,22.0511,0.74,5.818,2.03,19.8,22.11,0.0,7.41
17.1,9.72418,0.74,6.406,2.33,19.8,19.52,1.0,9.242
14.8,5.66637,0.74,6.219,2.08,19.8,16.59,0.0,7.096
15.4,9.96654,0.74,6.485,2.29,19.8,18.85,0.0,6.608
10.8,12.8023,0.74,5.854,1.93,19.8,23.79,0.0,5.516
11.8,10.6718,0.74,6.459,2.2,19.8,23.98,1.0,5.336
14.9,6.28807,0.74,6.341,2.23,19.8,17.79,0.0,10.198
12.6,9.92485,0.74,6.251,2.51,19.8,16.44,1.0,9.752
14.1,9.32909,0.713,6.185,2.43,19.8,18.13,1.0,9.082
13.0,7.52601,0.713,6.417,2.5,19.8,19.31,1.0,8.06
13.4,6.71772,0.713,6.749,2.4,19.8,17.44,1.0,9.068
15.2,5.44114,0.713,6.655,2.51,19.8,17.73,1.0,8.104
16.1,5.09017,0.713,6.297,2.48,19.8,17.27,0.0,6.722
17.8,8.24809,0.713,7.393,2.77,19.8,16.74,1.0,5.956
14.4,9.51363,0.713,6.728,2.5,19.8,18.71,0.0,5.888
14.1,4.75237,0.713,6.525,2.61,19.8,18.13,0.0,7.782
12.7,4.66883,0.713,5.976,2.65,19.8,19.01,0.0,7.154
13.5,8.20058,0.713,5.936,2.86,19.8,16.94,0.0,8.87
14.9,7.75223,0.713,6.301,3.1,19.8,16.23,0.0,5.598
20.0,6.80117,0.713,6.081,2.74,19.8,14.7,1.0,5.4
16.4,4.81213,0.713,6.701,2.9,19.8,16.42,1.0,9.428
17.7,3.69311,0.713,6.376,2.82,19.8,14.65,1.0,9.854
19.5,6.65492,0.713,6.317,3.04,19.8,13.99,0.0,5.89
20.2,5.82115,0.713,6.513,3.06,19.8,10.29,1.0,8.804
21.4,7.83932,0.655,6.209,3.16,19.8,13.22,0.0,7.828
19.9,3.1636,0.655,5.759,3.26,19.8,14.13,0.0,9.998
19.0,3.77498,0.655,5.952,3.13,19.8,17.15,1.0,8.38
19.1,4.42228,0.584,6.003,2.64,19.8,21.32,0.0,9.482
19.1,15.5757,0.58,5.926,2.96,19.8,18.13,0.0,5.882
20.1,13.0751,0.58,5.713,3.02,19.8,14.76,0.0,6.302
19.9,4.34879,0.58,6.167,3.22,19.8,16.29,0.0,5.598
19.6,4.03841,0.532,6.229,3.28,19.8,12.87,1.0,8.692
23.2,3.56868,0.58,6.437,3.04,19.8,14.36,1.0,8.464
29.8,4.64689,0.614,6.98,2.77,19.8,11.66,1.0,7.396
13.8,8.05579,0.584,5.427,2.61,19.8,18.14,0.0,9.076
13.3,6.39312,0.584,6.162,2.5,19.8,24.1,1.0,9.066
16.7,4.87141,0.614,6.484,2.58,19.8,18.68,1.0,6.134
12.0,15.0234,0.614,5.304,2.28,19.8,24.91,0.0,9.34
14.6,10.233,0.614,6.185,2.29,19.8,18.03,1.0,5.292
21.4,14.3337,0.614,6.229,2.27,19.8,13.11,0.0,6.128
23.0,5.82401,0.532,6.242,3.48,19.8,10.74,0.0,8.56
23.7,5.70818,0.532,6.75,3.44,19.8,7.74,0.0,6.974
25.0,5.73116,0.532,7.061,3.67,19.8,7.01,0.0,5.5
21.8,2.81838,0.532,5.762,4.41,19.8,10.42,0.0,9.636
20.6,2.37857,0.583,5.871,3.93,19.8,13.34,1.0,8.112
21.2,3.67367,0.583,6.312,4.03,19.8,10.58,0.0,9.024
19.1,5.69175,0.583,6.114,3.55,19.8,14.98,1.0,8.582
20.6,4.83567,0.583,5.905,3.36,19.8,11.45,0.0,8.412
15.2,0.15086,0.609,5.454,2.1,19.9,18.06,0.0,6.004
7.0,0.18337,0.609,5.414,2.08,19.9,23.97,0.0,9.84
8.1,0.20746,0.609,5.093,1.97,19.9,29.68,1.0,9.162
13.6,0.10574,0.609,5.983,1.96,19.9,18.07,0.0,7.072
20.1,0.11132,0.609,5.983,2.25,19.9,13.35,1.0,8.902
21.8,0.17331,0.585,5.707,2.7,20.8,12.01,1.0,5.936
24.5,0.27957,0.585,5.926,2.55,20.8,13.59,1.0,8.79
23.1,0.17899,0.585,5.67,3.08,20.8,17.6,0.0,8.462
19.7,0.2896,0.585,5.39,2.86,20.8,21.14,0.0,7.899767068273092
18.3,0.26838,0.585,5.794,3.04,20.8,14.1,1.0,5.366
21.2,0.23912,0.585,6.019,2.68,20.8,12.92,1.0,5.824
17.5,0.17783,0.585,5.569,2.46,20.8,15.1,0.0,9.85
16.8,0.22438,0.585,6.027,2.64,20.8,14.33,0.0,6.236
22.4,0.06263,0.573,6.593,2.64,19.0,9.67,0.0,9.348
20.6,0.04527,0.573,6.12,2.44,19.0,9.08,1.0,6.612
23.9,0.06076,0.573,6.976,2.34,19.0,5.64,0.0,5.478
22.0,0.10959,0.573,6.794,2.54,19.0,6.48,1.0,7.94
19.0,0.04741,0.573,6.03,2.72,19.0,7.88,1.0,10.28
